state,year,h2a_workers_cert,emp_farmworker,h2a_per_farmworker,h2a_per_farmworker_z
Texas,2011,2145.0,4770.0,0.449685534591195,-0.5845129499181143
Texas,2012,2094.0,4380.0,0.4780821917808219,-0.5774748313224993
Texas,2013,2303.5,4400.0,0.5235227272727273,-0.5662123832214917
Texas,2014,2513.0,4340.0,0.5790322580645161,-0.5524543321139034
Texas,2015,2856.0,5850.0,0.4882051282051282,-0.5749658589947226
Texas,2016,3117.0,5110.0,0.6099804305283757,-0.5447838198186126
Texas,2017,3733.0,5520.0,0.676268115942029,-0.5283544003889014
Texas,2018,4379.0,4540.0,0.9645374449339207,-0.4569067750090936
Texas,2019,5062.0,4500.0,1.1248888888888888,-0.4171636294692224
Utah,2011,2224.0,450.0,4.942222222222222,0.5289633931441468
Utah,2012,1792.0,740.0,2.4216216216216218,-0.09576809693017636
Utah,2013,1254.0,790.0,1.5873417721518988,-0.3025445665438121
Utah,2014,716.0,860.0,0.8325581395348837,-0.4896178789028514
